        850.500        1360.89
        851.500        1360.77
        852.500        1360.68
        853.500        1360.62
        854.500        1360.60
        855.500        1360.82
        856.500        1361.08
        857.500        1361.22
        858.500        1361.38
        859.500        1361.28
        860.500        1361.14
        861.500        1361.05
        862.500        1360.88
        863.500        1360.77
        864.500        1360.66
        865.500        1360.69
        866.500        1360.91
        867.500        1361.20
        868.500        1361.34
        869.500        1361.50
        870.500        1361.36
        871.500        1361.19
        872.500        1361.06
        873.500        1360.85
        874.500        1360.69
        875.500        1360.56
        876.500        1360.69
        877.500        1360.83
        878.500        1361.01
        879.500        1361.10
        880.500        1361.19
        881.500        1361.07
        882.500        1360.92
        883.500        1360.79
        884.500        1360.61
        885.500        1360.47
        886.500        1360.35
        887.500        1360.53
        888.500        1360.56
        889.500        1360.62
        890.500        1360.64
        891.500        1360.66
        892.500        1360.59
        893.500        1360.52
        894.500        1360.47
        895.500        1360.39
        896.500        1360.33
        897.500        1360.28
        898.500        1360.34
        899.500        1360.39
        900.500        1360.44
        901.500        1360.47
        902.500        1357.70
        903.500        1353.10
        904.500        1360.49
        905.500        1360.48
        906.500        1360.46
        907.500        1360.45
        908.500        1360.45
        909.500        1360.37
        910.500        1360.51
        911.500        1360.68
        912.500        1360.77
        913.500        1360.89
        914.500        1360.84
        915.500        1360.78
        916.500        1360.74
        917.500        1360.67
        918.500        1360.62
        919.500        1359.39
        920.500        1357.31
        921.500        1360.74
        922.500        1361.00
        923.500        1361.15
        924.500        1361.31
        925.500        1361.21
        926.500        1361.09
        927.500        1361.00
        928.500        1360.84
        929.500        1360.73
        930.500        1360.64
        931.500        1360.65
        932.500        1360.89
        933.500        1361.19
        934.500        1361.34
        935.500        1361.52
        936.500        1361.38
        937.500        1359.61
        938.500        1356.28
        939.500        1360.87
        940.500        1360.71
        941.500        1353.79
        942.500        1342.63
        943.500        1360.90
        944.500        1361.19
        945.500        1361.33
        946.500        1361.49
        947.500        1361.36
        948.500        1361.19
        949.500        1361.06
        950.500        1360.87
        951.500        1360.73
        952.500        1360.61
        953.500        1360.67
        954.500        1360.90
        955.500        1361.21
        956.500        1361.36
        957.500        1361.54
        958.500        1361.39
        959.500        1361.22
        960.500        1361.08
        961.500        1360.88
        962.500        1360.73
        963.500        1360.60
        964.500        1360.70
        965.500        1360.89
        966.500        1361.13
        967.500        1361.25
        968.500        1361.38
        969.500        1361.23
        970.500        1361.06
        971.500        1360.92
        972.500        1360.72
        973.500        1355.76
        974.500        1347.34
        975.500        1360.61
        976.500        1360.69
        977.500        1360.80
        978.500        1360.85
        979.500        1360.91
        980.500        1360.82
        981.500        1360.71
        982.500        1360.62
        983.500        1360.51
        984.500        1356.43
        985.500        1349.19
        986.500        1360.44
        987.500        1360.50
        988.500        1360.59
        989.500        1360.65
        990.500        1360.71
        991.500        1360.67
        992.500        1360.62
        993.500        1360.59
        994.500        1360.55
        995.500        1359.31
        996.500        1357.29
        997.500        1360.46
        998.500        1360.58
        999.500        1360.74
        1000.500        1360.84
        1001.500        1360.93
        1002.500        1360.87
        1003.500        1360.79
        1004.500        1357.53
        1005.500        1359.44
        1006.500        1360.57
        1007.500        1360.52
        1008.500        1360.56
